#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	files
#open	2018-12-12-15-18-47
#fields	ts	fuid	tx_hosts	rx_hosts	conn_uids	source	depth	analyzers	mime_type	filename	duration	local_orig	is_orig	seen_bytes	total_bytes	missing_bytes	overflow_bytes	timedout	parent_fuid	md5	sha1	sha256	extracted	extracted_cutoff	extracted_size
#types	time	string	set[addr]	set[addr]	set[string]	string	count	set[string]	string	string	interval	bool	bool	count	count	count	count	bool	string	string	string	string	string	bool	count
1544653141.479319	FXuy3f4mzdJR1I7Wll	13.33.251.21	192.168.174.129	CdvQL625pUXKhbILij	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1145	-	0	0	F	-	c6150925cfea5941ddc7ff2a0a506692	9e99a48a9960b14926bb7f3b02e22da2b0ab7280	-	-	-	-
1544653141.479319	FRTfzk2oY7H2f788N2	13.33.251.21	192.168.174.129	CdvQL625pUXKhbILij	SSL	0	(empty)	application/ocsp-response	-	0.000000	-	F	471	-	0	0	F	-	-	-	-	-	-	-
1544653141.480236	FFwHX98Xhy6AYcDn1	209.197.3.15	192.168.174.129	CrbWA12M0Ga6wbw6dc	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1611	-	0	0	F	-	634b14ecd3b1636a6fe6804b815b354b	b4160f53015c2ea908cf8a39ee60a002cc0349d6	-	-	-	-
1544653141.480236	Fx65ugjr7nrJLeJLe	209.197.3.15	192.168.174.129	CrbWA12M0Ga6wbw6dc	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1400	-	0	0	F	-	1edaf9ae99ce2920667d0e9a8b3f8c9c	f5ad0bcc1ad56cd150725b1c866c30ad92ef21b0	-	-	-	-
1544653141.480236	Fh5PVG2nwHOfLM6Ze	209.197.3.15	192.168.174.129	CrbWA12M0Ga6wbw6dc	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1082	-	0	0	F	-	1d3554048578b03f42424dbf20730a3f	02faf3e291435468607857694df5e45b68851868	-	-	-	-
1544653141.480236	F7U4Us28242tFEirk6	209.197.3.15	192.168.174.129	CrbWA12M0Ga6wbw6dc	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1548	-	0	0	F	-	83e10465b722ef33ff0b6f535e8d996b	339cdd57cfd5b141169b615ff31428782d1da639	-	-	-	-
1544653141.487053	FaMrwq1fDcIjVKvSZg	13.33.251.20	192.168.174.129	CHbo6i3UjqgkA8X366	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1381	-	0	0	F	-	2ddf007d252631992ef0d980c206fedd	9d94fd5d4e98da448e4d5357d7653baa907e4594	-	-	-	-
1544653141.487053	FEZrZcThpfmt4CUDc	13.33.251.20	192.168.174.129	CHbo6i3UjqgkA8X366	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1101	-	0	0	F	-	eb268e55d434febda36a979a44654b6d	917e732d330f9a12404f73d8bea36948b929dffc	-	-	-	-
1544653141.487053	FV43O711W3ZzFEX2Ag	13.33.251.20	192.168.174.129	CHbo6i3UjqgkA8X366	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1174	-	0	0	F	-	e865a22aae524d26869af0448d6fd896	06b25927c42a721631c1efd9431e648fa62e1e39	-	-	-	-
1544653141.487053	FE3NEk37CxchCclSr4	13.33.251.20	192.168.174.129	CHbo6i3UjqgkA8X366	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1145	-	0	0	F	-	c6150925cfea5941ddc7ff2a0a506692	9e99a48a9960b14926bb7f3b02e22da2b0ab7280	-	-	-	-
1544653141.487053	Fpmxo64bwsXTmUz3be	13.33.251.20	192.168.174.129	CHbo6i3UjqgkA8X366	SSL	0	(empty)	application/ocsp-response	-	0.000000	-	F	471	-	0	0	F	-	-	-	-	-	-	-
1544653141.496987	F5Xc1d18K6Qo2Lb5i	23.111.9.35	192.168.174.129	CaGMXy3bzpAoXTljCa	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1619	-	0	0	F	-	81f89136520692cd3d01dbe6f3d77ea5	83c1e1d287ec560e03093d90e0b510345ae399f8	-	-	-	-
1544653141.496987	FSL0L815GyHAJxzvB9	23.111.9.35	192.168.174.129	CaGMXy3bzpAoXTljCa	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1176	-	0	0	F	-	345eff15b7a49add451b65a7f4bdc6ae	1fb86b1168ec743154062e8c9cc5b171a4b7ccb4	-	-	-	-
1544653141.496987	Fcxxww4Y4RGr8butG2	23.111.9.35	192.168.174.129	CaGMXy3bzpAoXTljCa	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	947	-	0	0	F	-	79e4a9840d7d3a96d7c04fe2434c892e	a8985d3a65e5e5c4b2d7d66d40c6dd2fb19c5436	-	-	-	-
1544653141.496987	FHEhcd4iXIRQJSb6H5	23.111.9.35	192.168.174.129	CaGMXy3bzpAoXTljCa	SSL	0	(empty)	application/ocsp-response	-	0.000000	-	F	471	-	0	0	F	-	-	-	-	-	-	-
1544653141.520444	FcEndA1Rl3hOPwgcf1	52.84.216.187	192.168.174.129	C9ahXv4RP2orMfRrM6	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1581	-	0	0	F	-	ae7421ef9bacd0d9d07719144f162a58	c04b996c4f03c652896a8192c932afa1bf009e0c	-	-	-	-
1544653141.520444	Fsumdu1veVQdMVek1g	52.84.216.187	192.168.174.129	C9ahXv4RP2orMfRrM6	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1167	-	0	0	F	-	1d9bd3fa75ae41a55e5cf6a9570036c6	d6aee31631f7abc56b9de8abeccc4108a626b104	-	-	-	-
1544653141.520444	FZthpzAk9XVuiOaod	52.84.216.187	192.168.174.129	C9ahXv4RP2orMfRrM6	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1251	-	0	0	F	-	0c8c703345a0c5940ea879862014df78	e995ef91268de15ca22c0c74cbe92eb6c831487e	-	-	-	-
1544653141.520444	FqZ4Gv4XjYkcaqE2Re	52.84.216.187	192.168.174.129	C9ahXv4RP2orMfRrM6	SSL	0	(empty)	application/ocsp-response	-	0.000000	-	F	471	-	0	0	F	-	-	-	-	-	-	-
1544653141.636786	Fnc4Rk1OvPmmrQCXOe	13.33.251.60	192.168.174.129	CluIVS3C66PT86Aae9	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1427	-	0	0	F	-	37737cb8b6f7e20da723639f4b1e0cd5	a40b66ae110b63a42224b0da5487ef54caa16ebc	-	-	-	-
1544653141.636786	FkLIpSZzfLA9aeLf6	13.33.251.60	192.168.174.129	CluIVS3C66PT86Aae9	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1101	-	0	0	F	-	eb268e55d434febda36a979a44654b6d	917e732d330f9a12404f73d8bea36948b929dffc	-	-	-	-
1544653141.636786	FGhIKj2IzlG9ycdNRa	13.33.251.60	192.168.174.129	CluIVS3C66PT86Aae9	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1174	-	0	0	F	-	e865a22aae524d26869af0448d6fd896	06b25927c42a721631c1efd9431e648fa62e1e39	-	-	-	-
1544653141.636786	F2zRy3NPEjMxS26uj	13.33.251.60	192.168.174.129	CluIVS3C66PT86Aae9	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1145	-	0	0	F	-	c6150925cfea5941ddc7ff2a0a506692	9e99a48a9960b14926bb7f3b02e22da2b0ab7280	-	-	-	-
1544653141.636786	FE12p64sTNJeMP28H4	13.33.251.60	192.168.174.129	CluIVS3C66PT86Aae9	SSL	0	(empty)	application/ocsp-response	-	0.000000	-	F	471	-	0	0	F	-	-	-	-	-	-	-
1544653141.789131	FUcr133rLeotmGjm3	13.33.251.49	192.168.174.129	CZzvt41ez0ime6CTe9	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1702	-	0	0	F	-	4e26a945d8d3817f00240fb1a7156cf4	4ab7372910a2de7140eec9ec43c4cff05472cd1c	-	-	-	-
1544653141.789131	FcdGzp3JXoGiXL7EI9	13.33.251.49	192.168.174.129	CZzvt41ez0ime6CTe9	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1176	-	0	0	F	-	345eff15b7a49add451b65a7f4bdc6ae	1fb86b1168ec743154062e8c9cc5b171a4b7ccb4	-	-	-	-
1544653141.789131	FlZ1ZqyEV7LAEudHk	13.33.251.49	192.168.174.129	CZzvt41ez0ime6CTe9	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	947	-	0	0	F	-	79e4a9840d7d3a96d7c04fe2434c892e	a8985d3a65e5e5c4b2d7d66d40c6dd2fb19c5436	-	-	-	-
1544653141.789131	F3yiX9taTKuHcc2i9	13.33.251.49	192.168.174.129	CZzvt41ez0ime6CTe9	SSL	0	(empty)	application/ocsp-response	-	0.000000	-	F	471	-	0	0	F	-	-	-	-	-	-	-
1544653141.789131	F8mh801irWrs1A2Iul	13.33.251.4	192.168.174.129	C62TDt3371VmP2CQvb	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1170	-	0	0	F	-	deb373cde3b926a18484120a4c2b6de1	09299854d795d4d5e91261f0d7927e1aace52ef2	-	-	-	-
1544653141.789131	FuFUl730lY2R3g61t2	13.33.251.4	192.168.174.129	C62TDt3371VmP2CQvb	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1101	-	0	0	F	-	eb268e55d434febda36a979a44654b6d	917e732d330f9a12404f73d8bea36948b929dffc	-	-	-	-
1544653141.789131	F8WioJ1kDC8QzTTZ5a	13.33.251.4	192.168.174.129	C62TDt3371VmP2CQvb	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1174	-	0	0	F	-	e865a22aae524d26869af0448d6fd896	06b25927c42a721631c1efd9431e648fa62e1e39	-	-	-	-
1544653141.789131	F2D7611QHGpwaLgON6	13.33.251.4	192.168.174.129	C62TDt3371VmP2CQvb	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1145	-	0	0	F	-	c6150925cfea5941ddc7ff2a0a506692	9e99a48a9960b14926bb7f3b02e22da2b0ab7280	-	-	-	-
1544653141.789131	Fmbd8s466NGhIgmsKk	13.33.251.4	192.168.174.129	C62TDt3371VmP2CQvb	SSL	0	(empty)	application/ocsp-response	-	0.000000	-	F	471	-	0	0	F	-	-	-	-	-	-	-
1544653141.932991	FpHK9e1Zut9q9KBx42	104.19.197.151	192.168.174.129	CcuBsz4xtF9KK6rKh3	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1291	-	0	0	F	-	53a92790f59cb82ee8b2fa28dae97797	3522588ab002bc4b808207856156ddba0d1e331b	-	-	-	-
1544653141.932991	Flt6aB3MVzG3ev7uBl	104.19.197.151	192.168.174.129	CcuBsz4xtF9KK6rKh3	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	931	-	0	0	F	-	5e0e419b20ea575477f11b52e2c818e0	75cfd9bc5cefa104ecc1082d77e63392ccba5291	-	-	-	-
1544653141.932991	FRpIII1LlKWJYILVQi	104.19.197.151	192.168.174.129	CcuBsz4xtF9KK6rKh3	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	980	-	0	0	F	-	c790a56c69cbaf0bf3f30a40d0a2aecc	ae223cbf20191b40d7ffb4ea5701b65fdc68a1ca	-	-	-	-
1544653141.932991	Fp4ZfL3IoVLzMw9fcc	104.19.197.151	192.168.174.129	CcuBsz4xtF9KK6rKh3	SSL	0	(empty)	application/ocsp-response	-	0.000000	-	F	279	-	0	0	F	-	-	-	-	-	-	-
1544653142.052835	FFinNY3qO1YjWq6dvh	72.21.91.66	192.168.174.129	CYF6era6kYRvYUboi	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1679	-	0	0	F	-	e58c1e584fa671dbe29c8ec97c89deec	fb9f0f6a5c3f4887ead525c560862f7626ce81e0	-	-	-	-
1544653142.052835	FeObuBT1wkKZhhlMf	72.21.91.66	192.168.174.129	CYF6era6kYRvYUboi	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1205	-	0	0	F	-	aaee5cf8b0d8596d2e0cbe67421cf7db	a031c46782e6e6c662c2c87c76da9aa62ccabd8e	-	-	-	-
1544653142.052835	FtHrsA2CjtDu00FCX7	72.21.91.66	192.168.174.129	CYF6era6kYRvYUboi	SSL	0	(empty)	application/ocsp-response	-	0.000000	-	F	471	-	0	0	F	-	-	-	-	-	-	-
1544653142.249381	FgAosetzKZ93LWuqe	31.13.70.7	192.168.174.129	C12Xpe32fGdPkC9f5d	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1718	-	0	0	F	-	09cbe3144d8dd819f8e570b07e7f181c	bd258c1f62a4a6d9cf7d9812d22e2ff57e84fb36	-	-	-	-
1544653142.249381	FNmuXr4KcucfPzFe5a	31.13.70.7	192.168.174.129	C12Xpe32fGdPkC9f5d	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1205	-	0	0	F	-	aaee5cf8b0d8596d2e0cbe67421cf7db	a031c46782e6e6c662c2c87c76da9aa62ccabd8e	-	-	-	-
1544653142.307246	Fgr0yEVBE5XBMk385	52.37.223.85	192.168.174.129	CgbhJq4ZtiJ9MwdKM	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1702	-	0	0	F	-	4e26a945d8d3817f00240fb1a7156cf4	4ab7372910a2de7140eec9ec43c4cff05472cd1c	-	-	-	-
1544653142.307246	FYOj3JTIGrcsAr4Yk	52.37.223.85	192.168.174.129	CgbhJq4ZtiJ9MwdKM	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1176	-	0	0	F	-	345eff15b7a49add451b65a7f4bdc6ae	1fb86b1168ec743154062e8c9cc5b171a4b7ccb4	-	-	-	-
1544653142.383566	FdZM4d1YOMZvPyxork	172.217.4.138	192.168.174.129	CyK38O3lzJeGl5Od29	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	2243	-	0	0	F	-	81410172709700659bcc7ebffaaba227	461cc285bdb0d56929df152f8741d7adefd73516	-	-	-	-
1544653142.383566	F9LWYg2GJQ8sIeGJ8k	172.217.4.138	192.168.174.129	CyK38O3lzJeGl5Od29	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1120	-	0	0	F	-	c4b81c95681acacb644c0770add564e1	eeacbd0cb452819577911e1e6203db262f84a318	-	-	-	-
1544653142.613148	FTUEL61DtTHepdcbs5	199.16.156.21	192.168.174.129	CJanMF2kXWLTQBUMB2	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1929	-	0	0	F	-	f1cc95b5046050bf4ff1b05bedeb499c	f41565b049f039e765a0f8be8271a4b4817b7378	-	-	-	-
1544653142.613148	F4GFSpHZzahNzl2D4	199.16.156.21	192.168.174.129	CJanMF2kXWLTQBUMB2	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1205	-	0	0	F	-	aaee5cf8b0d8596d2e0cbe67421cf7db	a031c46782e6e6c662c2c87c76da9aa62ccabd8e	-	-	-	-
1544653142.620233	FQiTx33dXfQgeEbFfg	172.217.14.67	192.168.174.129	Ckb0MW1ZHInhJbCO2	SSL	0	MD5,X509,SHA1	application/x-x509-user-cert	-	0.000000	-	F	1995	-	0	0	F	-	ecf7198c3d4c326c7fcc33f6b4e619b1	dc30ba1156e5657fce4033ff142e6ed2c2334ee4	-	-	-	-
1544653142.620233	FrxLkM3mOyr45JweW4	172.217.14.67	192.168.174.129	Ckb0MW1ZHInhJbCO2	SSL	0	MD5,X509,SHA1	application/x-x509-ca-cert	-	0.000000	-	F	1120	-	0	0	F	-	c4b81c95681acacb644c0770add564e1	eeacbd0cb452819577911e1e6203db262f84a318	-	-	-	-
#close	2018-12-12-15-19-14
